month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,Area sqft,lease_commence_date,Year,remaining_lease,resale_price,Price psf,Precint
1997-08,CLEMENTI,3 ROOM,339,CLEMENTI AVE 5,10 TO 12,82,NEW GENERATION,883,1979,1997,80,245000,277.46,Orange Valley
1997-08,CLEMENTI,3 ROOM,513,WEST COAST RD,04 TO 06,68,NEW GENERATION,732,1980,1997,81,190000,259.56,West Coast Pride
1997-08,CLEMENTI,3 ROOM,513,WEST COAST RD,01 TO 03,82,NEW GENERATION,883,1980,1997,81,250000,283.13,West Coast Pride
1997-08,CLEMENTI,3 ROOM,518,WEST COAST RD,04 TO 06,82,NEW GENERATION,883,1980,1997,81,220000,249.15,West Coast Pride
1997-08,CLEMENTI,3 ROOM,518,WEST COAST RD,07 TO 09,82,NEW GENERATION,883,1980,1997,81,226000,255.95,West Coast Pride
1997-08,CLEMENTI,3 ROOM,520,WEST COAST RD,10 TO 12,67,NEW GENERATION,721,1986,1997,87,173000,239.94,West Coast Pride
1997-08,CLEMENTI,3 ROOM,602,CLEMENTI WEST ST 1,07 TO 09,82,NEW GENERATION,883,1979,1997,80,230000,260.48,West Coast Plaza
1997-08,CLEMENTI,3 ROOM,602,CLEMENTI WEST ST 1,07 TO 09,82,NEW GENERATION,883,1979,1997,80,265000,300.11,West Coast Plaza
1997-08,CLEMENTI,3 ROOM,602,CLEMENTI WEST ST 1,04 TO 06,67,NEW GENERATION,721,1979,1997,80,190000,263.52,West Coast Plaza
1997-08,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,07 TO 09,67,NEW GENERATION,721,1979,1997,80,202000,280.17,West Coast Plaza
1997-08,CLEMENTI,3 ROOM,702,WEST COAST RD,07 TO 09,82,NEW GENERATION,883,1980,1997,81,217000,245.75,West Coast 700
1997-08,CLEMENTI,3 ROOM,445,CLEMENTI AVE 3,01 TO 03,68,NEW GENERATION,732,1980,1997,81,206000,281.42,Clementi Town Centre
1997-08,CLEMENTI,3 ROOM,713,CLEMENTI WEST ST 2,04 TO 06,67,NEW GENERATION,721,1985,1997,86,195000,270.46,West Coast 715
1997-08,CLEMENTI,3 ROOM,731,CLEMENTI WEST ST 2,01 TO 03,68,NEW GENERATION,732,1980,1997,81,185000,252.73,West Coast 720
1997-08,CLEMENTI,3 ROOM,731,CLEMENTI WEST ST 2,07 TO 09,82,NEW GENERATION,883,1980,1997,81,220000,249.15,West Coast 720
1997-08,CLEMENTI,3 ROOM,730,CLEMENTI WEST ST 2,07 TO 09,68,NEW GENERATION,732,1980,1997,81,210000,286.89,West Coast 720
1997-08,CLEMENTI,3 ROOM,730,CLEMENTI WEST ST 2,10 TO 12,68,NEW GENERATION,732,1980,1997,81,196000,267.76,West Coast 720
1997-08,CLEMENTI,3 ROOM,706,CLEMENTI WEST ST 2,01 TO 03,68,NEW GENERATION,732,1980,1997,81,177000,241.8,West Coast 700
1997-08,CLEMENTI,3 ROOM,375,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1980,1997,81,205000,284.33,Clementi CC
1997-08,CLEMENTI,3 ROOM,375,CLEMENTI AVE 4,04 TO 06,81,NEW GENERATION,872,1980,1997,81,272000,311.93,Clementi CC
1997-08,CLEMENTI,3 ROOM,377,CLEMENTI AVE 5,10 TO 12,67,NEW GENERATION,721,1980,1997,81,205000,284.33,Clementi CC
1997-08,CLEMENTI,3 ROOM,715,CLEMENTI WEST ST 2,07 TO 09,68,NEW GENERATION,732,1981,1997,82,210000,286.89,West Coast 715
1997-08,CLEMENTI,3 ROOM,715,CLEMENTI WEST ST 2,10 TO 12,68,NEW GENERATION,732,1981,1997,82,193000,263.66,West Coast 715
1997-08,CLEMENTI,3 ROOM,715,CLEMENTI WEST ST 2,04 TO 06,68,NEW GENERATION,732,1981,1997,82,193000,263.66,West Coast 715
1997-08,CLEMENTI,3 ROOM,371,CLEMENTI AVE 4,01 TO 03,68,NEW GENERATION,732,1981,1997,82,196000,267.76,Clementi CC
1997-09,CLEMENTI,3 ROOM,612,CLEMENTI WEST ST 1,10 TO 12,78,MODEL A,840,1983,1997,84,198000,235.71,West Coast Plaza
1997-09,CLEMENTI,3 ROOM,510,WEST COAST DR,10 TO 12,82,NEW GENERATION,883,1978,1997,79,230000,260.48,West Coast Vista
1997-09,CLEMENTI,3 ROOM,407,CLEMENTI AVE 1,10 TO 12,82,NEW GENERATION,883,1978,1997,79,235000,266.14,None
1997-09,CLEMENTI,3 ROOM,364,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1997,79,207000,287.1,Clementi Ave2
1997-09,CLEMENTI,3 ROOM,429,CLEMENTI AVE 3,10 TO 12,67,NEW GENERATION,721,1978,1997,79,200000,277.39,Clementi AYE
1997-09,CLEMENTI,3 ROOM,428,CLEMENTI AVE 3,04 TO 06,82,NEW GENERATION,883,1978,1997,79,244000,276.33,Clementi AYE
1997-09,CLEMENTI,3 ROOM,427,CLEMENTI AVE 3,10 TO 12,67,NEW GENERATION,721,1978,1997,79,205000,284.33,Clementi AYE
1997-09,CLEMENTI,3 ROOM,331,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1997,79,204000,282.94,Clementi PeiTong
1997-09,CLEMENTI,3 ROOM,329,CLEMENTI AVE 2,07 TO 09,82,NEW GENERATION,883,1978,1997,79,260000,294.45,Clementi PeiTong
1997-09,CLEMENTI,3 ROOM,329,CLEMENTI AVE 2,04 TO 06,82,NEW GENERATION,883,1978,1997,79,240000,271.8,Clementi PeiTong
1997-09,CLEMENTI,3 ROOM,323,CLEMENTI AVE 5,01 TO 03,67,NEW GENERATION,721,1978,1997,79,200000,277.39,Clementi PeiTong
1997-09,CLEMENTI,3 ROOM,323,CLEMENTI AVE 5,01 TO 03,67,NEW GENERATION,721,1978,1997,79,208000,288.49,Clementi PeiTong
1997-09,CLEMENTI,3 ROOM,321,CLEMENTI AVE 5,04 TO 06,82,NEW GENERATION,883,1978,1997,79,265000,300.11,Clementi PeiTong
1997-09,CLEMENTI,3 ROOM,328,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1997,79,200000,277.39,Clementi PeiTong
1997-09,CLEMENTI,3 ROOM,313,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1978,1997,79,198800,275.73,None
1997-09,CLEMENTI,3 ROOM,312,CLEMENTI AVE 4,10 TO 12,82,NEW GENERATION,883,1978,1997,79,230000,260.48,None
1997-09,CLEMENTI,3 ROOM,311,CLEMENTI AVE 4,07 TO 09,81,NEW GENERATION,872,1978,1997,79,262800,301.38,None
1997-09,CLEMENTI,3 ROOM,311,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1978,1997,79,195000,270.46,None
1997-09,CLEMENTI,3 ROOM,432,CLEMENTI AVE 3,07 TO 09,67,NEW GENERATION,721,1978,1997,79,197500,273.93,Clementi AYE
1997-09,CLEMENTI,3 ROOM,403,CLEMENTI AVE 1,04 TO 06,67,NEW GENERATION,721,1978,1997,79,210000,291.26,None
1997-09,CLEMENTI,3 ROOM,403,CLEMENTI AVE 1,07 TO 09,67,NEW GENERATION,721,1978,1997,79,210000,291.26,None
1997-09,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,07 TO 09,67,NEW GENERATION,721,1978,1997,79,189500,262.83,None
1997-09,CLEMENTI,3 ROOM,320,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1979,1997,80,220000,305.13,Clementi Meadows
1997-09,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1997,80,200000,277.39,Clementi Meadows
1997-09,CLEMENTI,3 ROOM,304,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1997,80,203000,281.55,Clementi Meadows
1997-09,CLEMENTI,3 ROOM,346,CLEMENTI AVE 5,01 TO 03,67,NEW GENERATION,721,1979,1997,80,198000,274.62,Orange Valley
1997-09,CLEMENTI,3 ROOM,345,CLEMENTI AVE 5,01 TO 03,82,NEW GENERATION,883,1979,1997,80,230000,260.48,Orange Valley
1997-09,CLEMENTI,3 ROOM,339,CLEMENTI AVE 5,10 TO 12,67,NEW GENERATION,721,1979,1997,80,190000,263.52,Orange Valley
1997-09,CLEMENTI,3 ROOM,513,WEST COAST RD,10 TO 12,82,NEW GENERATION,883,1980,1997,81,230000,260.48,West Coast Pride
1997-09,CLEMENTI,3 ROOM,515,WEST COAST RD,10 TO 12,68,NEW GENERATION,732,1980,1997,81,200000,273.22,West Coast Pride
1997-09,CLEMENTI,3 ROOM,518,WEST COAST RD,01 TO 03,68,NEW GENERATION,732,1980,1997,81,173000,236.34,West Coast Pride
1997-09,CLEMENTI,3 ROOM,519,WEST COAST RD,07 TO 09,82,NEW GENERATION,883,1980,1997,81,233000,263.87,West Coast Pride
1997-09,CLEMENTI,3 ROOM,607,CLEMENTI WEST ST 1,07 TO 09,82,NEW GENERATION,883,1979,1997,80,250000,283.13,West Coast Plaza
1997-09,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,07 TO 09,67,NEW GENERATION,721,1979,1997,80,184000,255.2,West Coast Plaza
1997-09,CLEMENTI,3 ROOM,702,WEST COAST RD,07 TO 09,67,NEW GENERATION,721,1980,1997,81,194000,269.07,West Coast 700
1997-09,CLEMENTI,3 ROOM,702,WEST COAST RD,10 TO 12,67,NEW GENERATION,721,1980,1997,81,185000,256.59,West Coast 700
1997-09,CLEMENTI,3 ROOM,702,WEST COAST RD,04 TO 06,82,NEW GENERATION,883,1980,1997,81,210000,237.83,West Coast 700
1997-09,CLEMENTI,3 ROOM,730,CLEMENTI WEST ST 2,07 TO 09,82,NEW GENERATION,883,1980,1997,81,232000,262.74,West Coast 720
1997-09,CLEMENTI,3 ROOM,375,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1980,1997,81,206000,285.71,Clementi CC
1997-09,CLEMENTI,3 ROOM,377,CLEMENTI AVE 5,04 TO 06,82,NEW GENERATION,883,1980,1997,81,230000,260.48,Clementi CC
1997-10,CLEMENTI,3 ROOM,440,CLEMENTI AVE 3,01 TO 03,59,IMPROVED,635,1983,1997,84,165000,259.84,Clementi Cascadia
1997-10,CLEMENTI,3 ROOM,610,CLEMENTI WEST ST 1,01 TO 03,74,MODEL A,797,1983,1997,84,190000,238.39,West Coast Plaza
1997-10,CLEMENTI,3 ROOM,611,CLEMENTI WEST ST 1,01 TO 03,74,MODEL A,797,1983,1997,84,186000,233.38,West Coast Plaza
1997-10,CLEMENTI,3 ROOM,509,WEST COAST DR,07 TO 09,67,NEW GENERATION,721,1978,1997,79,187000,259.36,West Coast Vista
1997-10,CLEMENTI,3 ROOM,407,CLEMENTI AVE 1,10 TO 12,82,NEW GENERATION,883,1978,1997,79,224000,253.68,None
1997-10,CLEMENTI,3 ROOM,363,CLEMENTI AVE 2,04 TO 06,82,NEW GENERATION,883,1978,1997,79,250000,283.13,Clementi Ave2
1997-10,CLEMENTI,3 ROOM,427,CLEMENTI AVE 3,04 TO 06,67,NEW GENERATION,721,1978,1997,79,204000,282.94,Clementi AYE
1997-10,CLEMENTI,3 ROOM,426,CLEMENTI AVE 3,07 TO 09,67,NEW GENERATION,721,1978,1997,79,213000,295.42,Clementi AYE
1997-10,CLEMENTI,3 ROOM,331,CLEMENTI AVE 2,10 TO 12,67,NEW GENERATION,721,1978,1997,79,214500,297.5,Clementi PeiTong
1997-10,CLEMENTI,3 ROOM,329,CLEMENTI AVE 2,01 TO 03,67,NEW GENERATION,721,1978,1997,79,183011,253.83,Clementi PeiTong
1997-10,CLEMENTI,3 ROOM,335,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1997,79,208000,288.49,Clementi PeiTong
1997-10,CLEMENTI,3 ROOM,323,CLEMENTI AVE 5,01 TO 03,82,NEW GENERATION,883,1978,1997,79,200000,226.5,Clementi PeiTong
1997-10,CLEMENTI,3 ROOM,322,CLEMENTI AVE 5,04 TO 06,67,NEW GENERATION,721,1978,1997,79,220000,305.13,Clementi PeiTong
1997-10,CLEMENTI,3 ROOM,326,CLEMENTI AVE 5,10 TO 12,67,NEW GENERATION,721,1978,1997,79,228000,316.23,Clementi PeiTong
1997-10,CLEMENTI,3 ROOM,327,CLEMENTI AVE 5,07 TO 09,82,NEW GENERATION,883,1978,1997,79,253000,286.52,Clementi PeiTong
1997-10,CLEMENTI,3 ROOM,351,CLEMENTI AVE 2,07 TO 09,82,NEW GENERATION,883,1978,1997,79,224500,254.25,Clementi Ave2
1997-10,CLEMENTI,3 ROOM,314,CLEMENTI AVE 4,04 TO 06,81,NEW GENERATION,872,1978,1997,79,258000,295.87,None
1997-10,CLEMENTI,3 ROOM,312,CLEMENTI AVE 4,04 TO 06,82,NEW GENERATION,883,1978,1997,79,233000,263.87,None
1997-10,CLEMENTI,3 ROOM,312,CLEMENTI AVE 4,07 TO 09,81,NEW GENERATION,872,1978,1997,79,225000,258.03,None
1997-10,CLEMENTI,3 ROOM,434,CLEMENTI AVE 3,04 TO 06,82,NEW GENERATION,883,1978,1997,79,255000,288.79,Clementi AYE
1997-10,CLEMENTI,3 ROOM,433,CLEMENTI AVE 3,07 TO 09,67,NEW GENERATION,721,1978,1997,79,208000,288.49,Clementi AYE
1997-10,CLEMENTI,3 ROOM,432,CLEMENTI AVE 3,07 TO 09,82,NEW GENERATION,883,1978,1997,79,228000,258.21,Clementi AYE
1997-10,CLEMENTI,3 ROOM,403,CLEMENTI AVE 1,10 TO 12,67,NEW GENERATION,721,1978,1997,79,180000,249.65,None
1997-10,CLEMENTI,3 ROOM,403,CLEMENTI AVE 1,10 TO 12,67,NEW GENERATION,721,1978,1997,79,185000,256.59,None
1997-10,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,01 TO 03,67,NEW GENERATION,721,1978,1997,79,179000,248.27,None
1997-10,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,10 TO 12,82,NEW GENERATION,883,1978,1997,79,232000,262.74,None
1997-10,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,04 TO 06,82,NEW GENERATION,883,1978,1997,79,225000,254.81,None
1997-10,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1980,1997,81,199000,276.01,Clementi Meadows
1997-10,CLEMENTI,3 ROOM,306,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1997,80,190000,263.52,Clementi Meadows
1997-10,CLEMENTI,3 ROOM,304,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1979,1997,80,194000,269.07,Clementi Meadows
1997-10,CLEMENTI,3 ROOM,346,CLEMENTI AVE 5,07 TO 09,67,NEW GENERATION,721,1979,1997,80,178500,247.57,Orange Valley
1997-10,CLEMENTI,3 ROOM,430,CLEMENTI AVE 3,01 TO 03,67,NEW GENERATION,721,1979,1997,80,184000,255.2,Clementi AYE
1997-10,CLEMENTI,3 ROOM,513,WEST COAST RD,01 TO 03,68,NEW GENERATION,732,1980,1997,81,219500,299.86,West Coast Pride
1997-10,CLEMENTI,3 ROOM,513,WEST COAST RD,07 TO 09,68,NEW GENERATION,732,1980,1997,81,206000,281.42,West Coast Pride
1997-10,CLEMENTI,3 ROOM,515,WEST COAST RD,07 TO 09,68,NEW GENERATION,732,1980,1997,81,189000,258.2,West Coast Pride
1997-10,CLEMENTI,3 ROOM,520,WEST COAST RD,10 TO 12,82,NEW GENERATION,883,1986,1997,87,250000,283.13,West Coast Pride
1997-10,CLEMENTI,3 ROOM,607,CLEMENTI WEST ST 1,01 TO 03,82,NEW GENERATION,883,1979,1997,80,222000,251.42,West Coast Plaza
1997-10,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,01 TO 03,82,NEW GENERATION,883,1979,1997,80,220000,249.15,West Coast Plaza
1997-10,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,07 TO 09,67,NEW GENERATION,721,1979,1997,80,185000,256.59,West Coast Plaza
1997-10,CLEMENTI,3 ROOM,701,WEST COAST RD,10 TO 12,82,NEW GENERATION,883,1980,1997,81,239000,270.67,West Coast 700
1997-10,CLEMENTI,3 ROOM,702,WEST COAST RD,07 TO 09,82,NEW GENERATION,883,1980,1997,81,230000,260.48,West Coast 700
1997-10,CLEMENTI,3 ROOM,703,WEST COAST RD,07 TO 09,67,NEW GENERATION,721,1980,1997,81,203000,281.55,West Coast 700
1997-10,CLEMENTI,3 ROOM,445,CLEMENTI AVE 3,04 TO 06,68,NEW GENERATION,732,1980,1997,81,178000,243.17,Clementi Town Centre
1997-10,CLEMENTI,3 ROOM,714,CLEMENTI WEST ST 2,01 TO 03,67,NEW GENERATION,721,1980,1997,81,188000,260.75,West Coast 715
1997-10,CLEMENTI,3 ROOM,705,CLEMENTI WEST ST 2,07 TO 09,67,NEW GENERATION,721,1980,1997,81,190000,263.52,West Coast 700
1997-10,CLEMENTI,3 ROOM,728,CLEMENTI WEST ST 2,07 TO 09,68,NEW GENERATION,732,1980,1997,81,203000,277.32,West Coast 720
1997-10,CLEMENTI,3 ROOM,728,CLEMENTI WEST ST 2,10 TO 12,68,NEW GENERATION,732,1980,1997,81,193000,263.66,West Coast 720
1997-10,CLEMENTI,3 ROOM,706,CLEMENTI WEST ST 2,04 TO 06,68,NEW GENERATION,732,1980,1997,81,180000,245.9,West Coast 700
1997-10,CLEMENTI,3 ROOM,710,CLEMENTI WEST ST 2,10 TO 12,68,NEW GENERATION,732,1984,1997,85,200000,273.22,West Coast 700
1997-10,CLEMENTI,3 ROOM,377,CLEMENTI AVE 5,01 TO 03,81,NEW GENERATION,872,1980,1997,81,215000,246.56,Clementi CC
1997-10,CLEMENTI,3 ROOM,377,CLEMENTI AVE 5,04 TO 06,81,NEW GENERATION,872,1980,1997,81,223000,255.73,Clementi CC
1997-10,CLEMENTI,3 ROOM,715,CLEMENTI WEST ST 2,04 TO 06,68,NEW GENERATION,732,1981,1997,82,192500,262.98,West Coast 715
1997-10,CLEMENTI,3 ROOM,374,CLEMENTI AVE 4,10 TO 12,68,NEW GENERATION,732,1981,1997,82,195000,266.39,Clementi CC
1997-10,CLEMENTI,3 ROOM,371,CLEMENTI AVE 4,07 TO 09,68,NEW GENERATION,732,1981,1997,82,200000,273.22,Clementi CC
1997-11,CLEMENTI,3 ROOM,440,CLEMENTI AVE 3,07 TO 09,59,IMPROVED,635,1983,1997,84,175000,275.59,Clementi Cascadia
1997-11,CLEMENTI,3 ROOM,364,CLEMENTI AVE 2,07 TO 09,82,NEW GENERATION,883,1978,1997,79,236000,267.27,Clementi Ave2
1997-11,CLEMENTI,3 ROOM,365,CLEMENTI AVE 2,07 TO 09,82,NEW GENERATION,883,1978,1997,79,218000,246.89,Clementi Ave2
1997-11,CLEMENTI,3 ROOM,409,CLEMENTI AVE 1,01 TO 03,67,NEW GENERATION,721,1978,1997,79,195000,270.46,None
1997-11,CLEMENTI,3 ROOM,409,CLEMENTI AVE 1,04 TO 06,67,NEW GENERATION,721,1978,1997,79,185000,256.59,None
1997-11,CLEMENTI,3 ROOM,429,CLEMENTI AVE 3,10 TO 12,82,NEW GENERATION,883,1978,1997,79,243000,275.2,Clementi AYE
1997-11,CLEMENTI,3 ROOM,331,CLEMENTI AVE 2,01 TO 03,67,NEW GENERATION,721,1978,1997,79,186000,257.98,Clementi PeiTong
1997-11,CLEMENTI,3 ROOM,330,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1997,79,195000,270.46,Clementi PeiTong
1997-11,CLEMENTI,3 ROOM,328,CLEMENTI AVE 2,01 TO 03,67,NEW GENERATION,721,1978,1997,79,162000,224.69,Clementi PeiTong
1997-11,CLEMENTI,3 ROOM,326,CLEMENTI AVE 5,07 TO 09,67,NEW GENERATION,721,1978,1997,79,208000,288.49,Clementi PeiTong
1997-11,CLEMENTI,3 ROOM,354,CLEMENTI AVE 2,04 TO 06,82,NEW GENERATION,883,1979,1997,80,210000,237.83,Clementi Ave2
1997-11,CLEMENTI,3 ROOM,434,CLEMENTI AVE 3,13 TO 15,67,NEW GENERATION,721,1978,1997,79,190000,263.52,Clementi AYE
1997-11,CLEMENTI,3 ROOM,434,CLEMENTI AVE 3,04 TO 06,67,NEW GENERATION,721,1978,1997,79,182000,252.43,Clementi AYE
1997-11,CLEMENTI,3 ROOM,433,CLEMENTI AVE 3,07 TO 09,67,NEW GENERATION,721,1978,1997,79,195000,270.46,Clementi AYE
1997-11,CLEMENTI,3 ROOM,403,CLEMENTI AVE 1,04 TO 06,67,NEW GENERATION,721,1978,1997,79,196000,271.84,None
1997-11,CLEMENTI,3 ROOM,320,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1997,80,199000,276.01,Clementi Meadows
1997-11,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1980,1997,81,171000,237.17,Clementi Meadows
1997-11,CLEMENTI,3 ROOM,304,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1979,1997,80,194000,269.07,Clementi Meadows
1997-11,CLEMENTI,3 ROOM,341,CLEMENTI AVE 5,04 TO 06,67,NEW GENERATION,721,1979,1997,80,172000,238.56,Orange Valley
1997-11,CLEMENTI,3 ROOM,430,CLEMENTI AVE 3,01 TO 03,67,NEW GENERATION,721,1979,1997,80,184000,255.2,Clementi AYE
1997-11,CLEMENTI,3 ROOM,430,CLEMENTI AVE 3,10 TO 12,67,NEW GENERATION,721,1979,1997,80,195000,270.46,Clementi AYE
1997-11,CLEMENTI,3 ROOM,430,CLEMENTI AVE 3,07 TO 09,67,NEW GENERATION,721,1979,1997,80,198000,274.62,Clementi AYE
1997-11,CLEMENTI,3 ROOM,339,CLEMENTI AVE 5,10 TO 12,67,NEW GENERATION,721,1979,1997,80,186000,257.98,Orange Valley
1997-11,CLEMENTI,3 ROOM,515,WEST COAST RD,01 TO 03,68,NEW GENERATION,732,1980,1997,81,176000,240.44,West Coast Pride
1997-11,CLEMENTI,3 ROOM,519,WEST COAST RD,10 TO 12,68,NEW GENERATION,732,1980,1997,81,172000,234.97,West Coast Pride
1997-11,CLEMENTI,3 ROOM,602,CLEMENTI WEST ST 1,01 TO 03,67,NEW GENERATION,721,1979,1997,80,185000,256.59,West Coast Plaza
1997-11,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,04 TO 06,67,NEW GENERATION,721,1979,1997,80,182000,252.43,West Coast Plaza
1997-11,CLEMENTI,3 ROOM,701,WEST COAST RD,04 TO 06,82,NEW GENERATION,883,1980,1997,81,228000,258.21,West Coast 700
1997-11,CLEMENTI,3 ROOM,705,CLEMENTI WEST ST 2,01 TO 03,67,NEW GENERATION,721,1980,1997,81,160000,221.91,West Coast 700
1997-11,CLEMENTI,3 ROOM,379,CLEMENTI AVE 5,07 TO 09,82,NEW GENERATION,883,1980,1997,81,240000,271.8,Clementi CC
1997-11,CLEMENTI,3 ROOM,374,CLEMENTI AVE 4,04 TO 06,68,NEW GENERATION,732,1981,1997,82,190000,259.56,Clementi CC
1997-12,CLEMENTI,3 ROOM,611,CLEMENTI WEST ST 1,07 TO 09,74,MODEL A,797,1983,1997,84,195000,244.67,West Coast Plaza
1997-12,CLEMENTI,3 ROOM,510,WEST COAST DR,01 TO 03,67,NEW GENERATION,721,1978,1997,79,163000,226.07,West Coast Vista
1997-12,CLEMENTI,3 ROOM,363,CLEMENTI AVE 2,10 TO 12,82,NEW GENERATION,883,1978,1997,79,220000,249.15,Clementi Ave2
1997-12,CLEMENTI,3 ROOM,364,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1997,79,190000,263.52,Clementi Ave2
1997-12,CLEMENTI,3 ROOM,365,CLEMENTI AVE 2,01 TO 03,67,NEW GENERATION,721,1978,1997,79,195000,270.46,Clementi Ave2
1997-12,CLEMENTI,3 ROOM,427,CLEMENTI AVE 3,07 TO 09,67,NEW GENERATION,721,1978,1997,79,190000,263.52,Clementi AYE
1997-12,CLEMENTI,3 ROOM,334,CLEMENTI AVE 2,10 TO 12,67,NEW GENERATION,721,1978,1997,79,200000,277.39,Clementi PeiTong
1997-12,CLEMENTI,3 ROOM,330,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1997,79,180000,249.65,Clementi PeiTong
1997-12,CLEMENTI,3 ROOM,323,CLEMENTI AVE 5,10 TO 12,67,NEW GENERATION,721,1978,1997,79,195000,270.46,Clementi PeiTong
1997-12,CLEMENTI,3 ROOM,322,CLEMENTI AVE 5,10 TO 12,67,NEW GENERATION,721,1978,1997,79,208000,288.49,Clementi PeiTong
1997-12,CLEMENTI,3 ROOM,321,CLEMENTI AVE 5,07 TO 09,82,NEW GENERATION,883,1978,1997,79,223000,252.55,Clementi PeiTong
1997-12,CLEMENTI,3 ROOM,351,CLEMENTI AVE 2,04 TO 06,82,NEW GENERATION,883,1978,1997,79,237000,268.4,Clementi Ave2
1997-12,CLEMENTI,3 ROOM,351,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1997,79,195000,270.46,Clementi Ave2
1997-12,CLEMENTI,3 ROOM,351,CLEMENTI AVE 2,01 TO 03,67,NEW GENERATION,721,1978,1997,79,190000,263.52,Clementi Ave2
1997-12,CLEMENTI,3 ROOM,312,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1978,1997,79,218000,302.36,None
1997-12,CLEMENTI,3 ROOM,352,CLEMENTI AVE 2,01 TO 03,82,NEW GENERATION,883,1978,1997,79,222000,251.42,Clementi Ave2
1997-12,CLEMENTI,3 ROOM,354,CLEMENTI AVE 2,04 TO 06,82,NEW GENERATION,883,1979,1997,80,220000,249.15,Clementi Ave2
1997-12,CLEMENTI,3 ROOM,432,CLEMENTI AVE 3,13 TO 15,67,NEW GENERATION,721,1978,1997,79,180000,249.65,Clementi AYE
1997-12,CLEMENTI,3 ROOM,432,CLEMENTI AVE 3,04 TO 06,81,NEW GENERATION,872,1978,1997,79,248000,284.4,Clementi AYE
1997-12,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,13 TO 15,67,NEW GENERATION,721,1978,1997,79,179000,248.27,None
1997-12,CLEMENTI,3 ROOM,319,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1997,80,190000,263.52,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,319,CLEMENTI AVE 4,10 TO 12,80,NEW GENERATION,861,1979,1997,80,205000,238.1,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,310,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1980,1997,81,180000,249.65,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,01 TO 03,82,NEW GENERATION,883,1980,1997,81,230000,260.48,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1980,1997,81,196000,271.84,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,308,CLEMENTI AVE 4,01 TO 03,67,NEW GENERATION,721,1980,1997,81,182000,252.43,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,307,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1997,80,190000,263.52,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,306,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1979,1997,80,193000,267.68,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,303,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1997,80,190000,263.52,Clementi Meadows
1997-12,CLEMENTI,3 ROOM,346,CLEMENTI AVE 5,04 TO 06,67,NEW GENERATION,721,1979,1997,80,187500,260.06,Orange Valley
