month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,Area sqft,lease_commence_date,Year,remaining_lease,resale_price,Price psf,Precint
1990-01,CLEMENTI,3 ROOM,440,CLEMENTI AVE 3,04 TO 06,69,IMPROVED,743,1983,1990,91,38500,51.82,Clementi Cascadia
1990-01,CLEMENTI,3 ROOM,509,WEST COAST DR,13 TO 15,67,NEW GENERATION,721,1978,1990,86,47000,65.19,West Coast Vista
1990-01,CLEMENTI,3 ROOM,363,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1990,86,50000,69.35,Clementi Ave2
1990-01,CLEMENTI,3 ROOM,365,CLEMENTI AVE 2,07 TO 09,81,NEW GENERATION,872,1978,1990,86,57000,65.37,Clementi Ave2
1990-01,CLEMENTI,3 ROOM,365,CLEMENTI AVE 2,04 TO 06,82,NEW GENERATION,883,1978,1990,86,56000,63.42,Clementi Ave2
1990-01,CLEMENTI,3 ROOM,427,CLEMENTI AVE 3,07 TO 09,81,NEW GENERATION,872,1978,1990,86,55000,63.07,Clementi AYE
1990-01,CLEMENTI,3 ROOM,334,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1990,86,40000,55.48,Clementi PeiTong
1990-01,CLEMENTI,3 ROOM,334,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1990,86,46000,63.8,Clementi PeiTong
1990-01,CLEMENTI,3 ROOM,329,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1990,86,49000,67.96,Clementi PeiTong
1990-01,CLEMENTI,3 ROOM,329,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1990,86,45000,62.41,Clementi PeiTong
1990-01,CLEMENTI,3 ROOM,323,CLEMENTI AVE 5,10 TO 12,67,NEW GENERATION,721,1978,1990,86,41000,56.87,Clementi PeiTong
1990-01,CLEMENTI,3 ROOM,322,CLEMENTI AVE 5,04 TO 06,67,NEW GENERATION,721,1978,1990,86,42000,58.25,Clementi PeiTong
1990-01,CLEMENTI,3 ROOM,326,CLEMENTI AVE 5,04 TO 06,67,NEW GENERATION,721,1978,1990,86,55000,76.28,Clementi PeiTong
1990-01,CLEMENTI,3 ROOM,314,CLEMENTI AVE 4,10 TO 12,81,NEW GENERATION,872,1978,1990,86,56000,64.22,None
1990-01,CLEMENTI,3 ROOM,313,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1978,1990,86,47200,65.46,None
1990-01,CLEMENTI,3 ROOM,312,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1978,1990,86,47000,65.19,None
1990-01,CLEMENTI,3 ROOM,354,CLEMENTI AVE 2,01 TO 03,67,NEW GENERATION,721,1979,1990,87,40000,55.48,Clementi Ave2
1990-01,CLEMENTI,3 ROOM,435,CLEMENTI AVE 3,04 TO 06,81,NEW GENERATION,872,1978,1990,86,54000,61.93,Clementi AYE
1990-01,CLEMENTI,3 ROOM,433,CLEMENTI AVE 3,07 TO 09,81,NEW GENERATION,872,1978,1990,86,57000,65.37,Clementi AYE
1990-01,CLEMENTI,3 ROOM,506,WEST COAST DR,10 TO 12,67,NEW GENERATION,721,1978,1990,86,42000,58.25,West Coast Vista
1990-01,CLEMENTI,3 ROOM,508,WEST COAST DR,13 TO 15,67,NEW GENERATION,721,1978,1990,86,36000,49.93,West Coast Vista
1990-01,CLEMENTI,3 ROOM,401,CLEMENTI AVE 1,04 TO 06,67,NEW GENERATION,721,1978,1990,86,50000,69.35,None
1990-01,CLEMENTI,3 ROOM,320,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1979,1990,87,46000,63.8,Clementi Meadows
1990-01,CLEMENTI,3 ROOM,310,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1980,1990,88,47000,65.19,Clementi Meadows
1990-01,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1980,1990,88,34000,47.16,Clementi Meadows
1990-01,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,04 TO 06,82,NEW GENERATION,883,1980,1990,88,57000,64.55,Clementi Meadows
1990-01,CLEMENTI,3 ROOM,307,CLEMENTI AVE 4,01 TO 03,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-01,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1990,87,40000,55.48,Clementi Meadows
1990-01,CLEMENTI,3 ROOM,306,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-01,CLEMENTI,3 ROOM,303,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47200,65.46,Clementi Meadows
1990-01,CLEMENTI,3 ROOM,346,CLEMENTI AVE 5,07 TO 09,67,NEW GENERATION,721,1979,1990,87,47200,65.46,Orange Valley
1990-01,CLEMENTI,3 ROOM,431,CLEMENTI AVE 3,04 TO 06,82,NEW GENERATION,883,1979,1990,87,57000,64.55,Clementi AYE
1990-01,CLEMENTI,3 ROOM,339,CLEMENTI AVE 5,07 TO 09,67,NEW GENERATION,721,1979,1990,87,42000,58.25,Orange Valley
1990-01,CLEMENTI,3 ROOM,515,WEST COAST RD,10 TO 12,82,NEW GENERATION,883,1980,1990,88,57000,64.55,West Coast Pride
1990-01,CLEMENTI,3 ROOM,515,WEST COAST RD,10 TO 12,68,NEW GENERATION,732,1980,1990,88,47200,64.48,West Coast Pride
1990-01,CLEMENTI,3 ROOM,520,WEST COAST RD,10 TO 12,67,NEW GENERATION,721,1986,1990,94,52500,72.82,West Coast Pride
1990-01,CLEMENTI,3 ROOM,602,CLEMENTI WEST ST 1,10 TO 12,67,NEW GENERATION,721,1979,1990,87,52500,72.82,West Coast Plaza
1990-01,CLEMENTI,3 ROOM,607,CLEMENTI WEST ST 1,04 TO 06,67,NEW GENERATION,721,1979,1990,87,43000,59.64,West Coast Plaza
1990-01,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,07 TO 09,67,NEW GENERATION,721,1979,1990,87,45500,63.11,West Coast Plaza
1990-01,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47000,65.19,West Coast Plaza
1990-01,CLEMENTI,3 ROOM,702,WEST COAST RD,04 TO 06,82,NEW GENERATION,883,1980,1990,88,57000,64.55,West Coast 700
1990-01,CLEMENTI,3 ROOM,703,WEST COAST RD,10 TO 12,82,NEW GENERATION,883,1980,1990,88,52000,58.89,West Coast 700
1990-01,CLEMENTI,3 ROOM,703,WEST COAST RD,07 TO 09,67,NEW GENERATION,721,1980,1990,88,45200,62.69,West Coast 700
1990-01,CLEMENTI,3 ROOM,704,WEST COAST RD,04 TO 06,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-01,CLEMENTI,3 ROOM,704,WEST COAST RD,07 TO 09,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-01,CLEMENTI,3 ROOM,704,WEST COAST RD,07 TO 09,67,NEW GENERATION,721,1980,1990,88,45000,62.41,West Coast 700
1990-01,CLEMENTI,3 ROOM,704,WEST COAST RD,10 TO 12,67,NEW GENERATION,721,1980,1990,88,48000,66.57,West Coast 700
1990-01,CLEMENTI,3 ROOM,704,WEST COAST RD,01 TO 03,67,NEW GENERATION,721,1980,1990,88,34000,47.16,West Coast 700
1990-01,CLEMENTI,3 ROOM,711,CLEMENTI WEST ST 2,04 TO 06,82,NEW GENERATION,883,1980,1990,88,57000,64.55,West Coast 700
1990-01,CLEMENTI,3 ROOM,705,CLEMENTI WEST ST 2,10 TO 12,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-01,CLEMENTI,3 ROOM,713,CLEMENTI WEST ST 2,07 TO 09,67,NEW GENERATION,721,1985,1990,93,43000,59.64,West Coast 715
1990-01,CLEMENTI,3 ROOM,731,CLEMENTI WEST ST 2,07 TO 09,68,NEW GENERATION,732,1980,1990,88,47000,64.21,West Coast 720
1990-01,CLEMENTI,3 ROOM,728,CLEMENTI WEST ST 2,01 TO 03,68,NEW GENERATION,732,1980,1990,88,47000,64.21,West Coast 720
1990-01,CLEMENTI,3 ROOM,706,CLEMENTI WEST ST 2,01 TO 03,68,NEW GENERATION,732,1980,1990,88,45000,61.48,West Coast 700
1990-01,CLEMENTI,3 ROOM,710,CLEMENTI WEST ST 2,01 TO 03,68,NEW GENERATION,732,1984,1990,92,41500,56.69,West Coast 700
1990-02,CLEMENTI,3 ROOM,611,CLEMENTI WEST ST 1,01 TO 03,74,MODEL A,797,1983,1990,91,64300,80.68,West Coast Plaza
1990-02,CLEMENTI,3 ROOM,510,WEST COAST DR,04 TO 06,67,NEW GENERATION,721,1978,1990,86,46500,64.49,West Coast Vista
1990-02,CLEMENTI,3 ROOM,407,CLEMENTI AVE 1,07 TO 09,67,NEW GENERATION,721,1978,1990,86,36250,50.28,None
1990-02,CLEMENTI,3 ROOM,362,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1990,86,40000,55.48,Clementi Ave2
1990-02,CLEMENTI,3 ROOM,363,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi Ave2
1990-02,CLEMENTI,3 ROOM,409,CLEMENTI AVE 1,10 TO 12,67,NEW GENERATION,721,1978,1990,86,47000,65.19,None
1990-02,CLEMENTI,3 ROOM,429,CLEMENTI AVE 3,10 TO 12,82,NEW GENERATION,883,1978,1990,86,54000,61.16,Clementi AYE
1990-02,CLEMENTI,3 ROOM,426,CLEMENTI AVE 3,07 TO 09,67,NEW GENERATION,721,1978,1990,86,37000,51.32,Clementi AYE
1990-02,CLEMENTI,3 ROOM,334,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi PeiTong
1990-02,CLEMENTI,3 ROOM,330,CLEMENTI AVE 2,07 TO 09,82,NEW GENERATION,883,1978,1990,86,57000,64.55,Clementi PeiTong
1990-02,CLEMENTI,3 ROOM,323,CLEMENTI AVE 5,07 TO 09,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi PeiTong
1990-02,CLEMENTI,3 ROOM,314,CLEMENTI AVE 4,07 TO 09,82,NEW GENERATION,883,1978,1990,86,70000,79.28,None
1990-02,CLEMENTI,3 ROOM,435,CLEMENTI AVE 3,10 TO 12,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi AYE
1990-02,CLEMENTI,3 ROOM,432,CLEMENTI AVE 3,10 TO 12,67,NEW GENERATION,721,1978,1990,86,50000,69.35,Clementi AYE
1990-02,CLEMENTI,3 ROOM,507,WEST COAST DR,07 TO 09,67,NEW GENERATION,721,1978,1990,86,40000,55.48,West Coast Vista
1990-02,CLEMENTI,3 ROOM,403,CLEMENTI AVE 1,10 TO 12,82,NEW GENERATION,883,1978,1990,86,57000,64.55,None
1990-02,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,07 TO 09,67,NEW GENERATION,721,1978,1990,86,47500,65.88,None
1990-02,CLEMENTI,3 ROOM,320,CLEMENTI AVE 4,01 TO 03,67,NEW GENERATION,721,1979,1990,87,49200,68.24,Clementi Meadows
1990-02,CLEMENTI,3 ROOM,310,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1980,1990,88,47200,65.46,Clementi Meadows
1990-02,CLEMENTI,3 ROOM,307,CLEMENTI AVE 4,07 TO 09,82,NEW GENERATION,883,1979,1990,87,57000,64.55,Clementi Meadows
1990-02,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1990,87,45000,62.41,Clementi Meadows
1990-02,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-02,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1990,87,40000,55.48,Clementi Meadows
1990-02,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-02,CLEMENTI,3 ROOM,306,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1990,87,40000,55.48,Clementi Meadows
1990-02,CLEMENTI,3 ROOM,345,CLEMENTI AVE 5,10 TO 12,82,NEW GENERATION,883,1979,1990,87,67000,75.88,Orange Valley
1990-02,CLEMENTI,3 ROOM,518,WEST COAST RD,10 TO 12,68,NEW GENERATION,732,1980,1990,88,47000,64.21,West Coast Pride
1990-02,CLEMENTI,3 ROOM,603,CLEMENTI WEST ST 1,01 TO 03,67,NEW GENERATION,721,1979,1990,87,47000,65.19,West Coast Plaza
1990-02,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,07 TO 09,67,NEW GENERATION,721,1979,1990,87,42000,58.25,West Coast Plaza
1990-02,CLEMENTI,3 ROOM,608,CLEMENTI WEST ST 1,01 TO 03,67,NEW GENERATION,721,1979,1990,87,47000,65.19,West Coast Plaza
1990-02,CLEMENTI,3 ROOM,701,WEST COAST RD,07 TO 09,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-02,CLEMENTI,3 ROOM,703,WEST COAST RD,13 TO 15,67,NEW GENERATION,721,1980,1990,88,44000,61.03,West Coast 700
1990-02,CLEMENTI,3 ROOM,449,CLEMENTI AVE 3,04 TO 06,82,NEW GENERATION,883,1980,1990,88,56000,63.42,Clementi Town Centre
1990-02,CLEMENTI,3 ROOM,731,CLEMENTI WEST ST 2,04 TO 06,68,NEW GENERATION,732,1980,1990,88,40000,54.64,West Coast 720
1990-02,CLEMENTI,3 ROOM,728,CLEMENTI WEST ST 2,01 TO 03,68,NEW GENERATION,732,1980,1990,88,46000,62.84,West Coast 720
1990-02,CLEMENTI,3 ROOM,729,CLEMENTI WEST ST 2,10 TO 12,68,NEW GENERATION,732,1983,1990,91,40000,54.64,West Coast 720
1990-02,CLEMENTI,3 ROOM,706,CLEMENTI WEST ST 2,07 TO 09,68,NEW GENERATION,732,1980,1990,88,42000,57.38,West Coast 700
1990-02,CLEMENTI,3 ROOM,379,CLEMENTI AVE 5,10 TO 12,82,NEW GENERATION,883,1980,1990,88,64000,72.48,Clementi CC
1990-02,CLEMENTI,3 ROOM,371,CLEMENTI AVE 4,04 TO 06,68,NEW GENERATION,732,1981,1990,89,52500,71.72,Clementi CC
1990-03,CLEMENTI,3 ROOM,440,CLEMENTI AVE 3,07 TO 09,59,IMPROVED,635,1983,1990,91,36000,56.69,Clementi Cascadia
1990-03,CLEMENTI,3 ROOM,509,WEST COAST DR,07 TO 09,67,NEW GENERATION,721,1978,1990,86,43500,60.33,West Coast Vista
1990-03,CLEMENTI,3 ROOM,362,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1990,86,46500,64.49,Clementi Ave2
1990-03,CLEMENTI,3 ROOM,365,CLEMENTI AVE 2,10 TO 12,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi Ave2
1990-03,CLEMENTI,3 ROOM,429,CLEMENTI AVE 3,04 TO 06,82,NEW GENERATION,883,1978,1990,86,57000,64.55,Clementi AYE
1990-03,CLEMENTI,3 ROOM,427,CLEMENTI AVE 3,01 TO 03,67,NEW GENERATION,721,1978,1990,86,50000,69.35,Clementi AYE
1990-03,CLEMENTI,3 ROOM,334,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi PeiTong
1990-03,CLEMENTI,3 ROOM,331,CLEMENTI AVE 2,10 TO 12,82,NEW GENERATION,883,1978,1990,86,56700,64.21,Clementi PeiTong
1990-03,CLEMENTI,3 ROOM,326,CLEMENTI AVE 5,04 TO 06,72,NEW GENERATION,775,1978,1990,86,48000,61.94,Clementi PeiTong
1990-03,CLEMENTI,3 ROOM,312,CLEMENTI AVE 4,07 TO 09,81,NEW GENERATION,872,1978,1990,86,55000,63.07,None
1990-03,CLEMENTI,3 ROOM,354,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Ave2
1990-03,CLEMENTI,3 ROOM,435,CLEMENTI AVE 3,10 TO 12,67,NEW GENERATION,721,1978,1990,86,50000,69.35,Clementi AYE
1990-03,CLEMENTI,3 ROOM,508,WEST COAST DR,07 TO 09,67,NEW GENERATION,721,1978,1990,86,50000,69.35,West Coast Vista
1990-03,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,10 TO 12,67,NEW GENERATION,721,1978,1990,86,49000,67.96,None
1990-03,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,04 TO 06,82,NEW GENERATION,883,1978,1990,86,57000,64.55,None
1990-03,CLEMENTI,3 ROOM,320,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-03,CLEMENTI,3 ROOM,319,CLEMENTI AVE 4,01 TO 03,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-03,CLEMENTI,3 ROOM,308,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1980,1990,88,38000,52.7,Clementi Meadows
1990-03,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1979,1990,87,46000,63.8,Clementi Meadows
1990-03,CLEMENTI,3 ROOM,304,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-03,CLEMENTI,3 ROOM,303,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-03,CLEMENTI,3 ROOM,518,WEST COAST RD,01 TO 03,68,NEW GENERATION,732,1980,1990,88,47000,64.21,West Coast Pride
1990-03,CLEMENTI,3 ROOM,519,WEST COAST RD,01 TO 03,68,NEW GENERATION,732,1980,1990,88,47000,64.21,West Coast Pride
1990-03,CLEMENTI,3 ROOM,607,CLEMENTI WEST ST 1,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47200,65.46,West Coast Plaza
1990-03,CLEMENTI,3 ROOM,701,WEST COAST RD,01 TO 03,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-03,CLEMENTI,3 ROOM,702,WEST COAST RD,04 TO 06,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-03,CLEMENTI,3 ROOM,704,WEST COAST RD,13 TO 15,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-03,CLEMENTI,3 ROOM,704,WEST COAST RD,13 TO 15,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-03,CLEMENTI,3 ROOM,449,CLEMENTI AVE 3,01 TO 03,68,NEW GENERATION,732,1980,1990,88,47000,64.21,Clementi Town Centre
1990-03,CLEMENTI,3 ROOM,714,CLEMENTI WEST ST 2,07 TO 09,67,NEW GENERATION,721,1980,1990,88,41000,56.87,West Coast 715
1990-03,CLEMENTI,3 ROOM,714,CLEMENTI WEST ST 2,10 TO 12,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 715
1990-03,CLEMENTI,3 ROOM,711,CLEMENTI WEST ST 2,01 TO 03,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-03,CLEMENTI,3 ROOM,728,CLEMENTI WEST ST 2,04 TO 06,68,NEW GENERATION,732,1980,1990,88,52000,71.04,West Coast 720
1990-03,CLEMENTI,3 ROOM,379,CLEMENTI AVE 5,07 TO 09,82,NEW GENERATION,883,1980,1990,88,40500,45.87,Clementi CC
1990-03,CLEMENTI,3 ROOM,371,CLEMENTI AVE 4,10 TO 12,68,NEW GENERATION,732,1981,1990,89,52300,71.45,Clementi CC
1990-04,CLEMENTI,3 ROOM,610,CLEMENTI WEST ST 1,10 TO 12,74,MODEL A,797,1983,1990,91,64000,80.3,West Coast Plaza
1990-04,CLEMENTI,3 ROOM,611,CLEMENTI WEST ST 1,07 TO 09,74,MODEL A,797,1983,1990,91,62000,77.79,West Coast Plaza
1990-04,CLEMENTI,3 ROOM,612,CLEMENTI WEST ST 1,10 TO 12,74,MODEL A,797,1983,1990,91,55000,69.01,West Coast Plaza
1990-04,CLEMENTI,3 ROOM,509,WEST COAST DR,13 TO 15,67,NEW GENERATION,721,1978,1990,86,45500,63.11,West Coast Vista
1990-04,CLEMENTI,3 ROOM,364,CLEMENTI AVE 2,07 TO 09,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi Ave2
1990-04,CLEMENTI,3 ROOM,429,CLEMENTI AVE 3,10 TO 12,67,NEW GENERATION,721,1978,1990,86,52000,72.12,Clementi AYE
1990-04,CLEMENTI,3 ROOM,428,CLEMENTI AVE 3,01 TO 03,67,NEW GENERATION,721,1978,1990,86,47500,65.88,Clementi AYE
1990-04,CLEMENTI,3 ROOM,426,CLEMENTI AVE 3,07 TO 09,67,NEW GENERATION,721,1978,1990,86,45000,62.41,Clementi AYE
1990-04,CLEMENTI,3 ROOM,329,CLEMENTI AVE 2,04 TO 06,67,NEW GENERATION,721,1978,1990,86,45000,62.41,Clementi PeiTong
1990-04,CLEMENTI,3 ROOM,329,CLEMENTI AVE 2,10 TO 12,82,NEW GENERATION,883,1978,1990,86,50000,56.63,Clementi PeiTong
1990-04,CLEMENTI,3 ROOM,323,CLEMENTI AVE 5,07 TO 09,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi PeiTong
1990-04,CLEMENTI,3 ROOM,323,CLEMENTI AVE 5,07 TO 09,67,NEW GENERATION,721,1978,1990,86,50000,69.35,Clementi PeiTong
1990-04,CLEMENTI,3 ROOM,326,CLEMENTI AVE 5,10 TO 12,82,NEW GENERATION,883,1978,1990,86,56900,64.44,Clementi PeiTong
1990-04,CLEMENTI,3 ROOM,327,CLEMENTI AVE 5,10 TO 12,67,NEW GENERATION,721,1978,1990,86,42000,58.25,Clementi PeiTong
1990-04,CLEMENTI,3 ROOM,327,CLEMENTI AVE 5,13 TO 15,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi PeiTong
1990-04,CLEMENTI,3 ROOM,312,CLEMENTI AVE 4,07 TO 09,81,NEW GENERATION,872,1978,1990,86,57000,65.37,None
1990-04,CLEMENTI,3 ROOM,311,CLEMENTI AVE 4,10 TO 12,82,NEW GENERATION,883,1978,1990,86,61000,69.08,None
1990-04,CLEMENTI,3 ROOM,311,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1978,1990,86,40000,55.48,None
1990-04,CLEMENTI,3 ROOM,352,CLEMENTI AVE 2,01 TO 03,67,NEW GENERATION,721,1978,1990,86,47000,65.19,Clementi Ave2
1990-04,CLEMENTI,3 ROOM,403,CLEMENTI AVE 1,04 TO 06,67,NEW GENERATION,721,1978,1990,86,47000,65.19,None
1990-04,CLEMENTI,3 ROOM,402,CLEMENTI AVE 1,04 TO 06,67,NEW GENERATION,721,1978,1990,86,47000,65.19,None
1990-04,CLEMENTI,3 ROOM,401,CLEMENTI AVE 1,04 TO 06,67,NEW GENERATION,721,1978,1990,86,47000,65.19,None
1990-04,CLEMENTI,3 ROOM,320,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,319,CLEMENTI AVE 4,01 TO 03,67,NEW GENERATION,721,1979,1990,87,38000,52.7,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,319,CLEMENTI AVE 4,07 TO 09,67,NEW GENERATION,721,1979,1990,87,40000,55.48,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1980,1990,88,47000,65.19,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,308,CLEMENTI AVE 4,01 TO 03,67,NEW GENERATION,721,1980,1990,88,37000,51.32,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,308,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1980,1990,88,47200,65.46,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,304,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1990,87,45000,62.41,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,304,CLEMENTI AVE 4,04 TO 06,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,304,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47200,65.46,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,303,CLEMENTI AVE 4,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47000,65.19,Clementi Meadows
1990-04,CLEMENTI,3 ROOM,346,CLEMENTI AVE 5,04 TO 06,67,NEW GENERATION,721,1979,1990,87,42000,58.25,Orange Valley
1990-04,CLEMENTI,3 ROOM,345,CLEMENTI AVE 5,04 TO 06,67,NEW GENERATION,721,1979,1990,87,46000,63.8,Orange Valley
1990-04,CLEMENTI,3 ROOM,345,CLEMENTI AVE 5,01 TO 03,67,NEW GENERATION,721,1979,1990,87,47200,65.46,Orange Valley
1990-04,CLEMENTI,3 ROOM,513,WEST COAST RD,04 TO 06,68,NEW GENERATION,732,1980,1990,88,47000,64.21,West Coast Pride
1990-04,CLEMENTI,3 ROOM,515,WEST COAST RD,10 TO 12,68,NEW GENERATION,732,1980,1990,88,47000,64.21,West Coast Pride
1990-04,CLEMENTI,3 ROOM,518,WEST COAST RD,01 TO 03,68,NEW GENERATION,732,1980,1990,88,47000,64.21,West Coast Pride
1990-04,CLEMENTI,3 ROOM,519,WEST COAST RD,04 TO 06,82,NEW GENERATION,883,1980,1990,88,57000,64.55,West Coast Pride
1990-04,CLEMENTI,3 ROOM,602,CLEMENTI WEST ST 1,10 TO 12,67,NEW GENERATION,721,1979,1990,87,47000,65.19,West Coast Plaza
1990-04,CLEMENTI,3 ROOM,607,CLEMENTI WEST ST 1,01 TO 03,67,NEW GENERATION,721,1979,1990,87,44000,61.03,West Coast Plaza
1990-04,CLEMENTI,3 ROOM,701,WEST COAST RD,01 TO 03,67,NEW GENERATION,721,1980,1990,88,47000,65.19,West Coast 700
1990-04,CLEMENTI,3 ROOM,703,WEST COAST RD,10 TO 12,67,NEW GENERATION,721,1980,1990,88,54000,74.9,West Coast 700
1990-04,CLEMENTI,3 ROOM,704,WEST COAST RD,01 TO 03,67,NEW GENERATION,721,1980,1990,88,45000,62.41,West Coast 700
1990-04,CLEMENTI,3 ROOM,704,WEST COAST RD,07 TO 09,82,NEW GENERATION,883,1980,1990,88,60300,68.29,West Coast 700
1990-04,CLEMENTI,3 ROOM,714,CLEMENTI WEST ST 2,01 TO 03,67,NEW GENERATION,721,1980,1990,88,47200,65.46,West Coast 715
1990-04,CLEMENTI,3 ROOM,713,CLEMENTI WEST ST 2,04 TO 06,67,NEW GENERATION,721,1985,1990,93,52300,72.54,West Coast 715
1990-04,CLEMENTI,3 ROOM,730,CLEMENTI WEST ST 2,07 TO 09,68,NEW GENERATION,732,1980,1990,88,46000,62.84,West Coast 720
1990-04,CLEMENTI,3 ROOM,729,CLEMENTI WEST ST 2,10 TO 12,68,NEW GENERATION,732,1983,1990,91,52500,71.72,West Coast 720
1990-04,CLEMENTI,3 ROOM,706,CLEMENTI WEST ST 2,04 TO 06,68,NEW GENERATION,732,1980,1990,88,47500,64.89,West Coast 700
1990-04,CLEMENTI,3 ROOM,710,CLEMENTI WEST ST 2,10 TO 12,68,NEW GENERATION,732,1984,1990,92,46000,62.84,West Coast 700
