month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,Area sqft,lease_commence_date,Year,remaining_lease,resale_price,Price psf,precinct
1998-03,TOA PAYOH,3 ROOM,94,LOR 4 TOA PAYOH,04 TO 06,60,STANDARD,646,1967,1998,68,139000,215.170278637771,Toa Payoh Palm Spring
1998-03,TOA PAYOH,3 ROOM,47,LOR 6 TOA PAYOH,10 TO 12,58,STANDARD,624,1969,1998,70,137000,219.551282051282,East Payoh Spring
1998-03,TOA PAYOH,3 ROOM,59,LOR 5 TOA PAYOH,07 TO 09,61,STANDARD,657,1973,1998,74,153000,232.876712328767,Toa Payoh Vista
1998-04,TOA PAYOH,3 ROOM,225,LOR 8 TOA PAYOH,04 TO 06,65,IMPROVED,700,1976,1998,77,178000,254.285714285714,Toa Payoh Eight
1998-04,TOA PAYOH,3 ROOM,61,LOR 5 TOA PAYOH,04 TO 06,65,IMPROVED,700,1967,1998,68,164000,234.285714285714,Toa Payoh Vista
1998-04,TOA PAYOH,3 ROOM,107,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1970,1998,71,175000,242.718446601942,Toa Payoh North
1998-04,TOA PAYOH,3 ROOM,107,LOR 1 TOA PAYOH,07 TO 09,67,IMPROVED,721,1970,1998,71,188000,260.748959778086,Toa Payoh North
1998-04,TOA PAYOH,3 ROOM,109,LOR 1 TOA PAYOH,07 TO 09,66,IMPROVED,710,1970,1998,71,166000,233.802816901408,Toa Payoh North
1998-04,TOA PAYOH,3 ROOM,111,LOR 1 TOA PAYOH,04 TO 06,66,IMPROVED,710,1970,1998,71,190000,267.605633802817,Toa Payoh North
1998-04,TOA PAYOH,3 ROOM,118,LOR 1 TOA PAYOH,10 TO 12,65,IMPROVED,700,1968,1998,69,193000,275.714285714286,Toa Payoh View
1998-04,TOA PAYOH,3 ROOM,98,LOR 1 TOA PAYOH,10 TO 12,78,IMPROVED,840,1970,1998,71,188000,223.809523809524,Toa Payoh Palm Spring
1998-04,TOA PAYOH,3 ROOM,91,LOR 3 TOA PAYOH,07 TO 09,68,IMPROVED,732,1970,1998,71,178000,243.169398907104,Toa Payoh Palm Spring
1998-04,TOA PAYOH,3 ROOM,96,LOR 3 TOA PAYOH,04 TO 06,68,IMPROVED,732,1970,1998,71,173000,236.338797814208,Toa Payoh Palm Spring
1998-04,TOA PAYOH,3 ROOM,2,LOR 7 TOA PAYOH,04 TO 06,67,IMPROVED,721,1969,1998,70,180000,249.653259361997,Kim Keat Court
1998-04,TOA PAYOH,3 ROOM,2,LOR 7 TOA PAYOH,10 TO 12,67,IMPROVED,721,1969,1998,70,175000,242.718446601942,Kim Keat Court
1998-04,TOA PAYOH,3 ROOM,2,LOR 7 TOA PAYOH,10 TO 12,67,IMPROVED,721,1969,1998,70,172000,238.557558945908,Kim Keat Court
1998-04,TOA PAYOH,3 ROOM,1,LOR 7 TOA PAYOH,10 TO 12,67,IMPROVED,721,1969,1998,70,165000,228.848821081831,Kim Keat Court
1998-04,TOA PAYOH,3 ROOM,3,LOR 7 TOA PAYOH,10 TO 12,68,IMPROVED,732,1969,1998,70,175000,239.071038251366,Kim Keat Court
1998-04,TOA PAYOH,3 ROOM,166,LOR 1 TOA PAYOH,01 TO 03,60,IMPROVED,646,1969,1998,70,157000,243.034055727554,None
1998-04,TOA PAYOH,3 ROOM,34,LOR 5 TOA PAYOH,01 TO 03,66,IMPROVED,710,1970,1998,71,144000,202.816901408451,East Payoh Spring
1998-04,TOA PAYOH,3 ROOM,34,LOR 5 TOA PAYOH,07 TO 09,67,IMPROVED,721,1970,1998,71,163000,226.074895977809,East Payoh Spring
1998-04,TOA PAYOH,3 ROOM,125,LOR 1 TOA PAYOH,16 TO 18,67,IMPROVED,721,1970,1998,71,165000,228.848821081831,Toa Payoh View
1998-04,TOA PAYOH,3 ROOM,126,LOR 1 TOA PAYOH,13 TO 15,67,IMPROVED,721,1970,1998,71,156000,216.366158113731,Toa Payoh View
1998-04,TOA PAYOH,3 ROOM,128,LOR 1 TOA PAYOH,07 TO 09,67,IMPROVED,721,1970,1998,71,155000,214.97919556172,Toa Payoh View
1998-04,TOA PAYOH,3 ROOM,128,LOR 1 TOA PAYOH,07 TO 09,67,IMPROVED,721,1970,1998,71,157500,218.446601941748,Toa Payoh View
1998-04,TOA PAYOH,3 ROOM,128,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1970,1998,71,174500,242.024965325936,Toa Payoh View
1998-04,TOA PAYOH,3 ROOM,128,LOR 1 TOA PAYOH,07 TO 09,67,IMPROVED,721,1970,1998,71,147000,203.883495145631,Toa Payoh View
1998-04,TOA PAYOH,3 ROOM,8,LOR 7 TOA PAYOH,10 TO 12,66,IMPROVED,710,1970,1998,71,160000,225.352112676056,Toa Payoh Court
1998-04,TOA PAYOH,3 ROOM,9,LOR 7 TOA PAYOH,10 TO 12,66,IMPROVED,710,1970,1998,71,160000,225.352112676056,Toa Payoh Court
1998-04,TOA PAYOH,3 ROOM,12,LOR 7 TOA PAYOH,04 TO 06,66,IMPROVED,710,1970,1998,71,152000,214.084507042254,Toa Payoh Court
1998-04,TOA PAYOH,3 ROOM,13,LOR 7 TOA PAYOH,07 TO 09,66,IMPROVED,710,1970,1998,71,163000,229.577464788732,Toa Payoh Court
1998-04,TOA PAYOH,3 ROOM,25,TOA PAYOH EAST,10 TO 12,67,IMPROVED,721,1971,1998,72,163000,226.074895977809,Toa Payoh East
1998-04,TOA PAYOH,3 ROOM,25,TOA PAYOH EAST,04 TO 06,67,IMPROVED,721,1971,1998,72,153000,212.205270457698,Toa Payoh East
1998-04,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,04 TO 06,67,IMPROVED,721,1971,1998,72,160000,221.914008321775,Toa Payoh East
1998-04,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,10 TO 12,67,IMPROVED,721,1971,1998,72,162000,224.687933425797,Toa Payoh East
1998-04,TOA PAYOH,3 ROOM,17,LOR 7 TOA PAYOH,19 TO 21,67,IMPROVED,721,1971,1998,72,165000,228.848821081831,Kim Keat Palm
1998-04,TOA PAYOH,3 ROOM,17,LOR 7 TOA PAYOH,01 TO 03,67,IMPROVED,721,1971,1998,72,168000,233.009708737864,Kim Keat Palm
1998-04,TOA PAYOH,3 ROOM,157,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1971,1998,72,166000,230.235783633842,Toa Payoh Sapphire
1998-04,TOA PAYOH,3 ROOM,157,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1971,1998,72,167000,231.622746185853,Toa Payoh Sapphire
1998-04,TOA PAYOH,3 ROOM,157,LOR 1 TOA PAYOH,04 TO 06,67,IMPROVED,721,1971,1998,72,179000,248.266296809986,Toa Payoh Sapphire
1998-04,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,13 TO 15,68,IMPROVED,732,1972,1998,73,178800,244.262295081967,Toa Payoh Eighties
1998-04,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,10 TO 12,65,IMPROVED,700,1972,1998,73,162000,231.428571428571,Toa Payoh Green
1998-04,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,04 TO 06,76,IMPROVED,818,1972,1998,73,178000,217.60391198044,Toa Payoh Green
1998-04,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,10 TO 12,66,IMPROVED,710,1972,1998,73,158000,222.535211267606,Toa Payoh Green
1998-04,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,10 TO 12,66,IMPROVED,710,1972,1998,73,165000,232.394366197183,Toa Payoh Green
1998-04,TOA PAYOH,3 ROOM,203,TOA PAYOH NTH,04 TO 06,65,IMPROVED,700,1982,1998,83,164000,234.285714285714,Toa Payoh Spring
1998-04,TOA PAYOH,3 ROOM,203,TOA PAYOH NTH,07 TO 09,76,IMPROVED,818,1982,1998,83,178000,217.60391198044,Toa Payoh Spring
1998-04,TOA PAYOH,3 ROOM,195,KIM KEAT AVE,04 TO 06,66,IMPROVED,710,1973,1998,74,164000,230.985915492958,Kim Keat View
1998-04,TOA PAYOH,3 ROOM,194,KIM KEAT AVE,07 TO 09,67,IMPROVED,721,1973,1998,74,170000,235.783633841886,Kim Keat View
1998-04,TOA PAYOH,3 ROOM,194,KIM KEAT AVE,07 TO 09,66,IMPROVED,710,1973,1998,74,160900,226.619718309859,Kim Keat View
1998-04,TOA PAYOH,3 ROOM,205,TOA PAYOH NTH,04 TO 06,75,IMPROVED,807,1973,1998,74,170000,210.656753407683,Toa Payoh North
1998-04,TOA PAYOH,3 ROOM,206,TOA PAYOH NTH,10 TO 12,59,IMPROVED,635,1973,1998,74,149000,234.645669291339,Toa Payoh North
1998-04,TOA PAYOH,3 ROOM,206,TOA PAYOH NTH,10 TO 12,65,IMPROVED,700,1973,1998,74,148000,211.428571428571,Toa Payoh North
1998-04,TOA PAYOH,3 ROOM,207,TOA PAYOH NTH,01 TO 03,65,IMPROVED,700,1973,1998,74,160000,228.571428571429,Toa Payoh North
1998-04,TOA PAYOH,3 ROOM,94,LOR 4 TOA PAYOH,04 TO 06,60,STANDARD,646,1967,1998,68,145000,224.458204334365,Toa Payoh Palm Spring
1998-04,TOA PAYOH,3 ROOM,66,LOR 4 TOA PAYOH,10 TO 12,64,STANDARD,689,1969,1998,70,142000,206.095791001451,Toa Payoh Vista
1998-04,TOA PAYOH,3 ROOM,57,LOR 5 TOA PAYOH,01 TO 03,61,STANDARD,657,1973,1998,74,143000,217.65601217656,Toa Payoh Vista
1998-04,TOA PAYOH,3 ROOM,57,LOR 5 TOA PAYOH,07 TO 09,61,STANDARD,657,1973,1998,74,150000,228.310502283105,Toa Payoh Vista
1998-04,TOA PAYOH,3 ROOM,69,LOR 4 TOA PAYOH,07 TO 09,62,STANDARD,667,1973,1998,74,149000,223.388305847076,Toa Payoh Vista
1998-05,TOA PAYOH,3 ROOM,225,LOR 8 TOA PAYOH,10 TO 12,65,IMPROVED,700,1976,1998,77,159000,227.142857142857,Toa Payoh Eight
1998-05,TOA PAYOH,3 ROOM,235,LOR 8 TOA PAYOH,07 TO 09,76,IMPROVED,818,1976,1998,77,170000,207.823960880196,Toa Payoh Eight
1998-05,TOA PAYOH,3 ROOM,235,LOR 8 TOA PAYOH,04 TO 06,65,IMPROVED,700,1976,1998,77,158000,225.714285714286,Toa Payoh Eight
1998-05,TOA PAYOH,3 ROOM,110,LOR 1 TOA PAYOH,01 TO 03,65,IMPROVED,700,1967,1998,68,150000,214.285714285714,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,113,LOR 1 TOA PAYOH,01 TO 03,65,IMPROVED,700,1967,1998,68,155000,221.428571428571,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,53,LOR 5 TOA PAYOH,16 TO 18,68,IMPROVED,732,1968,1998,69,198000,270.491803278688,Toa Payoh Vista
1998-05,TOA PAYOH,3 ROOM,117,LOR 1 TOA PAYOH,04 TO 06,65,IMPROVED,700,1968,1998,69,177000,252.857142857143,Toa Payoh View
1998-05,TOA PAYOH,3 ROOM,119,LOR 1 TOA PAYOH,04 TO 06,65,IMPROVED,700,1968,1998,69,161500,230.714285714286,Toa Payoh View
1998-05,TOA PAYOH,3 ROOM,119,LOR 1 TOA PAYOH,10 TO 12,65,IMPROVED,700,1968,1998,69,190000,271.428571428571,Toa Payoh View
1998-05,TOA PAYOH,3 ROOM,100,LOR 1 TOA PAYOH,10 TO 12,68,IMPROVED,732,1970,1998,71,159000,217.213114754098,Toa Payoh Palm Spring
1998-05,TOA PAYOH,3 ROOM,91,LOR 3 TOA PAYOH,01 TO 03,68,IMPROVED,732,1970,1998,71,165000,225.409836065574,Toa Payoh Palm Spring
1998-05,TOA PAYOH,3 ROOM,96,LOR 3 TOA PAYOH,13 TO 15,68,IMPROVED,732,1970,1998,71,163000,222.677595628415,Toa Payoh Palm Spring
1998-05,TOA PAYOH,3 ROOM,2,LOR 7 TOA PAYOH,07 TO 09,67,IMPROVED,721,1969,1998,70,170000,235.783633841886,Kim Keat Court
1998-05,TOA PAYOH,3 ROOM,1,LOR 7 TOA PAYOH,07 TO 09,67,IMPROVED,721,1969,1998,70,188000,260.748959778086,Kim Keat Court
1998-05,TOA PAYOH,3 ROOM,167,LOR 1 TOA PAYOH,04 TO 06,60,IMPROVED,646,1969,1998,70,165000,255.417956656347,None
1998-05,TOA PAYOH,3 ROOM,34,LOR 5 TOA PAYOH,07 TO 09,67,IMPROVED,721,1970,1998,71,172500,239.251040221914,East Payoh Spring
1998-05,TOA PAYOH,3 ROOM,38,LOR 5 TOA PAYOH,10 TO 12,67,IMPROVED,721,1970,1998,71,156800,217.47572815534,East Payoh Spring
1998-05,TOA PAYOH,3 ROOM,125,LOR 1 TOA PAYOH,07 TO 09,67,IMPROVED,721,1970,1998,71,163000,226.074895977809,Toa Payoh View
1998-05,TOA PAYOH,3 ROOM,125,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1970,1998,71,153000,212.205270457698,Toa Payoh View
1998-05,TOA PAYOH,3 ROOM,116,LOR 2 TOA PAYOH,16 TO 18,63,IMPROVED,678,1970,1998,71,160000,235.98820058997,Toa Payoh View
1998-05,TOA PAYOH,3 ROOM,30,LOR 5 TOA PAYOH,10 TO 12,60,IMPROVED,646,1970,1998,71,169000,261.609907120743,None
1998-05,TOA PAYOH,3 ROOM,12,LOR 7 TOA PAYOH,01 TO 03,65,IMPROVED,700,1970,1998,71,154000,220,Toa Payoh Court
1998-05,TOA PAYOH,3 ROOM,12,LOR 7 TOA PAYOH,01 TO 03,66,IMPROVED,710,1970,1998,71,147000,207.042253521127,Toa Payoh Court
1998-05,TOA PAYOH,3 ROOM,12,LOR 7 TOA PAYOH,10 TO 12,66,IMPROVED,710,1970,1998,71,170000,239.43661971831,Toa Payoh Court
1998-05,TOA PAYOH,3 ROOM,12,LOR 7 TOA PAYOH,01 TO 03,65,IMPROVED,700,1970,1998,71,159000,227.142857142857,Toa Payoh Court
1998-05,TOA PAYOH,3 ROOM,25,TOA PAYOH EAST,04 TO 06,67,IMPROVED,721,1971,1998,72,157000,217.753120665742,Toa Payoh East
1998-05,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,04 TO 06,67,IMPROVED,721,1971,1998,72,147000,203.883495145631,Toa Payoh East
1998-05,TOA PAYOH,3 ROOM,27,TOA PAYOH EAST,10 TO 12,67,IMPROVED,721,1971,1998,72,163000,226.074895977809,Toa Payoh East
1998-05,TOA PAYOH,3 ROOM,27,TOA PAYOH EAST,01 TO 03,66,IMPROVED,710,1971,1998,72,148000,208.450704225352,Toa Payoh East
1998-05,TOA PAYOH,3 ROOM,17,LOR 7 TOA PAYOH,16 TO 18,67,IMPROVED,721,1971,1998,72,165000,228.848821081831,Kim Keat Palm
1998-05,TOA PAYOH,3 ROOM,17,LOR 7 TOA PAYOH,13 TO 15,67,IMPROVED,721,1971,1998,72,157000,217.753120665742,Kim Keat Palm
1998-05,TOA PAYOH,3 ROOM,83,LOR 2 TOA PAYOH,07 TO 09,67,IMPROVED,721,1971,1998,72,154000,213.592233009709,Toa Payoh Eighties
1998-05,TOA PAYOH,3 ROOM,83,LOR 2 TOA PAYOH,04 TO 06,67,IMPROVED,721,1971,1998,72,162000,224.687933425797,Toa Payoh Eighties
1998-05,TOA PAYOH,3 ROOM,79,TOA PAYOH CTRL,04 TO 06,61,IMPROVED,657,1971,1998,72,238000,362.252663622527,None
1998-05,TOA PAYOH,3 ROOM,157,LOR 1 TOA PAYOH,01 TO 03,67,IMPROVED,721,1971,1998,72,175000,242.718446601942,Toa Payoh Sapphire
1998-05,TOA PAYOH,3 ROOM,85B,LOR 4 TOA PAYOH,19 TO 21,78,IMPROVED,840,1972,1998,73,195000,232.142857142857,Toa Payoh Eighties
1998-05,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,16 TO 18,68,IMPROVED,732,1972,1998,73,172000,234.972677595628,Toa Payoh Eighties
1998-05,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,22 TO 24,68,IMPROVED,732,1972,1998,73,160000,218.579234972678,Toa Payoh Eighties
1998-05,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,07 TO 09,65,IMPROVED,700,1972,1998,73,158000,225.714285714286,Toa Payoh Green
1998-05,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,04 TO 06,65,IMPROVED,700,1972,1998,73,162000,231.428571428571,Toa Payoh Green
1998-05,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,01 TO 03,65,IMPROVED,700,1972,1998,73,155000,221.428571428571,Toa Payoh Green
1998-05,TOA PAYOH,3 ROOM,185,TOA PAYOH CTRL,01 TO 03,67,IMPROVED,721,1972,1998,73,160000,221.914008321775,Toa Payoh Central
1998-05,TOA PAYOH,3 ROOM,168,LOR 1 TOA PAYOH,01 TO 03,65,IMPROVED,700,1972,1998,73,170000,242.857142857143,Toa Payoh Green
1998-05,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,07 TO 09,65,IMPROVED,700,1972,1998,73,160000,228.571428571429,Toa Payoh Green
1998-05,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,04 TO 06,66,IMPROVED,710,1972,1998,73,153000,215.492957746479,Toa Payoh Green
1998-05,TOA PAYOH,3 ROOM,195,KIM KEAT AVE,10 TO 12,66,IMPROVED,710,1973,1998,74,165000,232.394366197183,Kim Keat View
1998-05,TOA PAYOH,3 ROOM,205,TOA PAYOH NTH,07 TO 09,65,IMPROVED,700,1973,1998,74,180000,257.142857142857,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,205,TOA PAYOH NTH,10 TO 12,65,IMPROVED,700,1973,1998,74,158000,225.714285714286,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,205,TOA PAYOH NTH,10 TO 12,75,IMPROVED,807,1973,1998,74,200000,247.831474597274,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,206,TOA PAYOH NTH,10 TO 12,65,IMPROVED,700,1973,1998,74,165000,235.714285714286,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,207,TOA PAYOH NTH,04 TO 06,65,IMPROVED,700,1973,1998,74,162000,231.428571428571,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,207,TOA PAYOH NTH,04 TO 06,65,IMPROVED,700,1973,1998,74,157000,224.285714285714,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,207,TOA PAYOH NTH,10 TO 12,65,IMPROVED,700,1973,1998,74,161000,230,Toa Payoh North
1998-05,TOA PAYOH,3 ROOM,51,LOR 6 TOA PAYOH,10 TO 12,63,STANDARD,678,1983,1998,84,143800,212.094395280236,East Payoh Palm
1998-06,TOA PAYOH,3 ROOM,231,LOR 8 TOA PAYOH,10 TO 12,65,IMPROVED,700,1976,1998,77,163000,232.857142857143,Toa Payoh Eight
1998-06,TOA PAYOH,3 ROOM,231,LOR 8 TOA PAYOH,10 TO 12,65,IMPROVED,700,1976,1998,77,163000,232.857142857143,Toa Payoh Eight
1998-06,TOA PAYOH,3 ROOM,115,LOR 1 TOA PAYOH,01 TO 03,65,IMPROVED,700,1967,1998,68,160000,228.571428571429,Toa Payoh North
1998-06,TOA PAYOH,3 ROOM,113,LOR 1 TOA PAYOH,04 TO 06,65,IMPROVED,700,1967,1998,68,160000,228.571428571429,Toa Payoh North
1998-06,TOA PAYOH,3 ROOM,113,LOR 1 TOA PAYOH,07 TO 09,65,IMPROVED,700,1967,1998,68,165000,235.714285714286,Toa Payoh North
1998-06,TOA PAYOH,3 ROOM,53,LOR 5 TOA PAYOH,10 TO 12,68,IMPROVED,732,1968,1998,69,175000,239.071038251366,Toa Payoh Vista
1998-06,TOA PAYOH,3 ROOM,53,LOR 5 TOA PAYOH,10 TO 12,68,IMPROVED,732,1968,1998,69,166000,226.775956284153,Toa Payoh Vista
1998-06,TOA PAYOH,3 ROOM,117,LOR 1 TOA PAYOH,04 TO 06,65,IMPROVED,700,1968,1998,69,186000,265.714285714286,Toa Payoh View
1998-06,TOA PAYOH,3 ROOM,100,LOR 1 TOA PAYOH,13 TO 15,68,IMPROVED,732,1970,1998,71,163000,222.677595628415,Toa Payoh Palm Spring
1998-06,TOA PAYOH,3 ROOM,100,LOR 1 TOA PAYOH,04 TO 06,68,IMPROVED,732,1970,1998,71,151000,206.284153005464,Toa Payoh Palm Spring
1998-06,TOA PAYOH,3 ROOM,98,LOR 1 TOA PAYOH,10 TO 12,68,IMPROVED,732,1970,1998,71,160000,218.579234972678,Toa Payoh Palm Spring
1998-06,TOA PAYOH,3 ROOM,1,LOR 7 TOA PAYOH,01 TO 03,67,IMPROVED,721,1969,1998,70,172000,238.557558945908,Kim Keat Court
1998-06,TOA PAYOH,3 ROOM,126,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1970,1998,71,171500,237.864077669903,Toa Payoh View
1998-06,TOA PAYOH,3 ROOM,126,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1970,1998,71,160000,221.914008321775,Toa Payoh View
1998-06,TOA PAYOH,3 ROOM,128,LOR 1 TOA PAYOH,07 TO 09,67,IMPROVED,721,1970,1998,71,158000,219.140083217753,Toa Payoh View
1998-06,TOA PAYOH,3 ROOM,4,LOR 7 TOA PAYOH,04 TO 06,68,IMPROVED,732,1969,1998,70,157000,214.48087431694,Kim Keat Court
1998-06,TOA PAYOH,3 ROOM,30,LOR 5 TOA PAYOH,07 TO 09,60,IMPROVED,646,1970,1998,71,158000,244.582043343653,None
1998-06,TOA PAYOH,3 ROOM,8,LOR 7 TOA PAYOH,07 TO 09,66,IMPROVED,710,1970,1998,71,153000,215.492957746479,Toa Payoh Court
1998-06,TOA PAYOH,3 ROOM,8,LOR 7 TOA PAYOH,04 TO 06,66,IMPROVED,710,1970,1998,71,175000,246.478873239437,Toa Payoh Court
1998-06,TOA PAYOH,3 ROOM,18,LOR 7 TOA PAYOH,04 TO 06,67,IMPROVED,721,1970,1998,71,157000,217.753120665742,Kim Keat Palm
1998-06,TOA PAYOH,3 ROOM,23,TOA PAYOH EAST,01 TO 03,67,IMPROVED,721,1970,1998,71,150000,208.044382801664,Kim Keat Palm
1998-06,TOA PAYOH,3 ROOM,25,TOA PAYOH EAST,04 TO 06,67,IMPROVED,721,1971,1998,72,164000,227.46185852982,Toa Payoh East
1998-06,TOA PAYOH,3 ROOM,25,TOA PAYOH EAST,07 TO 09,67,IMPROVED,721,1971,1998,72,150000,208.044382801664,Toa Payoh East
1998-06,TOA PAYOH,3 ROOM,27,TOA PAYOH EAST,07 TO 09,67,IMPROVED,721,1971,1998,72,152500,211.511789181692,Toa Payoh East
1998-06,TOA PAYOH,3 ROOM,27,TOA PAYOH EAST,04 TO 06,67,IMPROVED,721,1971,1998,72,162000,224.687933425797,Toa Payoh East
1998-06,TOA PAYOH,3 ROOM,83,LOR 2 TOA PAYOH,01 TO 03,77,IMPROVED,829,1971,1998,72,168000,202.653799758745,Toa Payoh Eighties
1998-06,TOA PAYOH,3 ROOM,83,LOR 2 TOA PAYOH,10 TO 12,67,IMPROVED,721,1971,1998,72,144800,200.832177531207,Toa Payoh Eighties
1998-06,TOA PAYOH,3 ROOM,157,LOR 1 TOA PAYOH,01 TO 03,67,IMPROVED,721,1971,1998,72,165000,228.848821081831,Toa Payoh Sapphire
1998-06,TOA PAYOH,3 ROOM,157,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1971,1998,72,173000,239.94452149792,Toa Payoh Sapphire
1998-06,TOA PAYOH,3 ROOM,157,LOR 1 TOA PAYOH,07 TO 09,67,IMPROVED,721,1971,1998,72,163000,226.074895977809,Toa Payoh Sapphire
1998-06,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,19 TO 21,68,IMPROVED,732,1972,1998,73,170000,232.24043715847,Toa Payoh Eighties
1998-06,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,10 TO 12,65,IMPROVED,700,1972,1998,73,157500,225,Toa Payoh Green
1998-06,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,04 TO 06,65,IMPROVED,700,1972,1998,73,164000,234.285714285714,Toa Payoh Green
1998-06,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,10 TO 12,65,IMPROVED,700,1972,1998,73,160000,228.571428571429,Toa Payoh Green
1998-06,TOA PAYOH,3 ROOM,169,LOR 1 TOA PAYOH,01 TO 03,76,IMPROVED,818,1972,1998,73,168000,205.378973105134,Toa Payoh Green
1998-06,TOA PAYOH,3 ROOM,203,TOA PAYOH NTH,04 TO 06,65,IMPROVED,700,1982,1998,83,151500,216.428571428571,Toa Payoh Spring
1998-06,TOA PAYOH,3 ROOM,203,TOA PAYOH NTH,01 TO 03,65,IMPROVED,700,1982,1998,83,145000,207.142857142857,Toa Payoh Spring
1998-06,TOA PAYOH,3 ROOM,195,KIM KEAT AVE,04 TO 06,66,IMPROVED,710,1973,1998,74,153000,215.492957746479,Kim Keat View
1998-06,TOA PAYOH,3 ROOM,194,KIM KEAT AVE,04 TO 06,66,IMPROVED,710,1973,1998,74,141000,198.591549295775,Kim Keat View
1998-06,TOA PAYOH,3 ROOM,205,TOA PAYOH NTH,10 TO 12,65,IMPROVED,700,1973,1998,74,171000,244.285714285714,Toa Payoh North
1998-06,TOA PAYOH,3 ROOM,66,LOR 4 TOA PAYOH,07 TO 09,64,STANDARD,689,1969,1998,70,155000,224.963715529753,Toa Payoh Vista
1998-06,TOA PAYOH,3 ROOM,66,LOR 4 TOA PAYOH,04 TO 06,64,STANDARD,689,1969,1998,70,147000,213.352685050798,Toa Payoh Vista
1998-06,TOA PAYOH,3 ROOM,57,LOR 5 TOA PAYOH,04 TO 06,61,STANDARD,657,1973,1998,74,148000,225.266362252664,Toa Payoh Vista
1998-06,TOA PAYOH,3 ROOM,69,LOR 4 TOA PAYOH,07 TO 09,62,STANDARD,667,1973,1998,74,143000,214.392803598201,Toa Payoh Vista
1998-07,TOA PAYOH,3 ROOM,225,LOR 8 TOA PAYOH,07 TO 09,65,IMPROVED,700,1976,1998,77,148000,211.428571428571,Toa Payoh Eight
1998-07,TOA PAYOH,3 ROOM,232,LOR 8 TOA PAYOH,04 TO 06,65,IMPROVED,700,1976,1998,77,142100,203,Toa Payoh Eight
1998-07,TOA PAYOH,3 ROOM,232,LOR 8 TOA PAYOH,04 TO 06,65,IMPROVED,700,1976,1998,77,168500,240.714285714286,Toa Payoh Eight
1998-07,TOA PAYOH,3 ROOM,234,LOR 8 TOA PAYOH,04 TO 06,76,IMPROVED,818,1976,1998,77,165000,201.711491442543,Toa Payoh Eight
1998-07,TOA PAYOH,3 ROOM,233,LOR 8 TOA PAYOH,07 TO 09,66,IMPROVED,710,1981,1998,82,145000,204.225352112676,Toa Payoh Eight
1998-07,TOA PAYOH,3 ROOM,115,LOR 1 TOA PAYOH,04 TO 06,65,IMPROVED,700,1967,1998,68,173800,248.285714285714,Toa Payoh North
1998-07,TOA PAYOH,3 ROOM,107,LOR 1 TOA PAYOH,10 TO 12,67,IMPROVED,721,1970,1998,71,173000,239.94452149792,Toa Payoh North
1998-07,TOA PAYOH,3 ROOM,108,LOR 1 TOA PAYOH,04 TO 06,66,IMPROVED,710,1970,1998,71,168000,236.619718309859,Toa Payoh North
1998-07,TOA PAYOH,3 ROOM,108,LOR 1 TOA PAYOH,04 TO 06,66,IMPROVED,710,1970,1998,71,165000,232.394366197183,Toa Payoh North
1998-07,TOA PAYOH,3 ROOM,111,LOR 1 TOA PAYOH,07 TO 09,66,IMPROVED,710,1970,1998,71,172000,242.253521126761,Toa Payoh North
